TweetId,Text,Username,Language,Hashtags,ReplyCount,RetweetCount,LikeCount,QuoteCount,Media,Hour,Year,Month,MonthName,MonthDay,DayName,Week,Date,Time
1627054185756692480,Please @elonmusk  buy @ChelseaFC and make it great and profitable again.,ORINAME,en,,0,0,0,0,,21,2023,2,February,18,Saturday,7,2023-02-18,21:15:21
1625127928685027339,"If DSS invite you na, una go dey shout persecution. Smh",ORINAME,en,,0,0,0,0,,13,2023,2,February,13,Monday,7,2023-02-13,13:41:06
1625127799039164428,What's the purpose of having an AK on pulpit.,ORINAME,en,,0,0,0,0,,13,2023,2,February,13,Monday,7,2023-02-13,13:40:35
1624493394859786240,Bring Tuchel back,ORINAME,en,,0,0,0,0,,19,2023,2,February,11,Saturday,6,2023-02-11,19:39:41
1624471838754471937,Porter should be arrested. Chelsea owners should sell the club to people who have interest in seeing the club become top club in Europe.,ORINAME,en,,0,0,0,0,,18,2023,2,February,11,Saturday,6,2023-02-11,18:14:02
1622865140176543750,What is their confidence interval?,ORINAME,en,,0,0,0,0,,7,2023,2,February,7,Tuesday,6,2023-02-07,07:49:35
1622863467672731648,Stears should publish a white paper on their predictive model 😀😀,ORINAME,en,,0,0,0,0,,7,2023,2,February,7,Tuesday,6,2023-02-07,07:42:56
1619690716841775104,Windows 7 UX us far better than Win 11 UX,ORINAME,en,,0,0,0,0,,13,2023,1,January,29,Sunday,4,2023-01-29,13:35:33
1617534952744312833,"@isadiran I disagree. Furthermore, we have reached a point where further experimentation is unnecessary. The optimal approach is for citizens to actively engage in politics, rather than only participating every four years.",ORINAME,en,,1,0,0,0,,14,2023,1,January,23,Monday,4,2023-01-23,14:49:19
1614665263198375936,ChatGPT is not there yet. https://t.co/jLq2nhCXSE,ORINAME,en,,0,0,1,0,"[Photo(previewUrl='https://pbs.twimg.com/media/Fmhxf3PXoAQd9LF?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Fmhxf3PXoAQd9LF?format=jpg&name=orig', altText=None), Photo(previewUrl='https://pbs.twimg.com/media/Fmhxf_vXgAkQmmZ?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Fmhxf_vXgAkQmmZ?format=jpg&name=orig', altText=None)]",16,2023,1,January,15,Sunday,2,2023-01-15,16:46:12
1614663357184999424,That @WolframResearch and OpenAI has to happen,ORINAME,en,,0,0,0,0,,16,2023,1,January,15,Sunday,2,2023-01-15,16:38:38
1614663212837863427,Maybe @WolframResearch should run computation for ChatGPT 😆😆,ORINAME,en,,0,0,1,1,,16,2023,1,January,15,Sunday,2,2023-01-15,16:38:03
1614360556101681153,Time to let Potter go!,ORINAME,en,,0,0,0,0,,20,2023,1,January,14,Saturday,2,2023-01-14,20:35:24
1614229043846565888,Can someone explain 'For You and Following' features that Twitter just rolled out. I want to see my tweets in a chronological order abeg. What is all this????,ORINAME,en,,0,0,0,0,,11,2023,1,January,14,Saturday,2,2023-01-14,11:52:49
1614227733814415360,Check out my latest article: Understanding the Differences between Hadoop and Kafka: Which is Right for Your Big Data Needs? https://t.co/KFHjWQeyYw via @LinkedIn,ORINAME,en,,0,0,0,0,,11,2023,1,January,14,Saturday,2,2023-01-14,11:47:37
1613660514394980353,"Potter has to go. I can't stand this pain anymore. Bohely abi wetin be him name has to sell this club to the Saudis abeg. Because, what is this retrogression???",ORINAME,en,,0,0,0,0,,22,2023,1,January,12,Thursday,2,2023-01-12,22:13:41
1613659993898717184,He is good for a mid table team!!!. Potter has to go!!!!,ORINAME,en,,0,0,0,0,,22,2023,1,January,12,Thursday,2,2023-01-12,22:11:37
1613286593388859553,Jinxed.,ORINAME,en,,0,0,0,0,,21,2023,1,January,11,Wednesday,2,2023-01-11,21:27:51
1612953238889717761,That K Solo era can't never be reproduced. Top producer!,ORINAME,en,,0,0,0,0,,23,2023,1,January,10,Tuesday,2,2023-01-10,23:23:14
1612774397009444864,Wow!!!,ORINAME,qst,,0,0,0,0,,11,2023,1,January,10,Tuesday,2,2023-01-10,11:32:34
1612750957820973062,A ChatGPT and Wolfram|Alpha collaboration would be awesome.,ORINAME,en,,0,0,0,0,,9,2023,1,January,10,Tuesday,2,2023-01-10,09:59:26
1611836613293756420,Alexa UI is confusing 😕,ORINAME,pt,,0,0,0,0,,21,2023,1,January,7,Saturday,1,2023-01-07,21:26:09
1611120069894967300,@FrankKhalidUK Sack the manager already. This is becoming unbearable.,ORINAME,en,,0,0,0,0,,21,2023,1,January,5,Thursday,1,2023-01-05,21:58:52
1610994807882584067,Can we skip to Wilke?,ORINAME,en,,0,0,0,0,,13,2023,1,January,5,Thursday,1,2023-01-05,13:41:07
1610993418330595328,Integrity governors? 😄😄,ORINAME,en,,0,0,0,0,,13,2023,1,January,5,Thursday,1,2023-01-05,13:35:36
1610991554381897730,These G5 are hilarious 😄😄😄,ORINAME,en,,0,0,0,0,,13,2023,1,January,5,Thursday,1,2023-01-05,13:28:11
1610988865887649794,PDP is still the party. Who is watching Omitutun 2.0?,ORINAME,en,,0,0,0,0,,13,2023,1,January,5,Thursday,1,2023-01-05,13:17:31
1610009232555884545,Data Engineering 101 For Beginners https://t.co/V8a0nFlmzW,ORINAME,nl,,0,0,0,0,,20,2023,1,January,2,Monday,1,2023-01-02,20:24:48
1609941385582645249,🤣🤣🤣,ORINAME,art,,0,0,0,0,,15,2023,1,January,2,Monday,1,2023-01-02,15:55:12
1609465482125385729,Happy New Year. Be a solution provider and a problem solver  and put a smile on people's faces this year.,ORINAME,en,,0,0,1,0,,8,2023,1,January,1,Sunday,52,2023-01-01,08:24:08
1609256590292520961,I miss @DaystarNG #CrossOverService,ORINAME,en,['CrossOverService'],0,0,0,0,,18,2022,12,December,31,Saturday,52,2022-12-31,18:34:04
1607135936655261696,They say these things for likes and retweets. It is sad.,ORINAME,en,,0,0,0,0,,22,2022,12,December,25,Sunday,51,2022-12-25,22:07:21
1606975611163090944,"Merry Christmas, everyone.🎅 🎄",ORINAME,en,,0,0,0,0,,11,2022,12,December,25,Sunday,51,2022-12-25,11:30:16
1606059939981676554,$MSFT,ORINAME,en,,0,0,0,0,,22,2022,12,December,22,Thursday,51,2022-12-22,22:51:43
1606050591628701696,Test,ORINAME,en,,0,0,0,0,,22,2022,12,December,22,Thursday,51,2022-12-22,22:14:34
1604500724251230211,F!,ORINAME,qst,,0,0,0,0,,15,2022,12,December,18,Sunday,50,2022-12-18,15:35:57
1604497180802383880,Not a penalty,ORINAME,en,,0,0,0,0,,15,2022,12,December,18,Sunday,50,2022-12-18,15:21:52
1604467235464122369,"I had a dream the Mbappe missed a clear one on one. God, please do not make this dream a reality .",ORINAME,en,,0,0,0,0,,13,2022,12,December,18,Sunday,50,2022-12-18,13:22:53
1604466869183819776,ChatGPT and Google can co-exist. I don't see ChatGPT replacing Google in yet.,ORINAME,en,,0,0,0,0,,13,2022,12,December,18,Sunday,50,2022-12-18,13:21:25
1603877339993088000,Smh,ORINAME,qst,,0,0,1,0,,22,2022,12,December,16,Friday,50,2022-12-16,22:18:51
1603101323377135616,@JamesIvings @Surayyah__ahmad @OpenAI Send me an invite.,ORINAME,en,,0,0,0,0,,18,2022,12,December,14,Wednesday,50,2022-12-14,18:55:14
1601941163229036545,@MrPaddyMurphy @dondekojo @AceAagbi,ORINAME,qam,,1,0,0,0,,14,2022,12,December,11,Sunday,49,2022-12-11,14:05:10
1598734736389599232,It's going to be a long day on +233 and +234 twitter. I am here for it.,ORINAME,en,,0,0,0,0,,17,2022,12,December,2,Friday,48,2022-12-02,17:43:58
1598678078233903108,#IMHO MI's The Chairman album is his best album. Beautifully arranged. It is like a loop. Creativity at its finest.,ORINAME,en,['IMHO'],0,0,0,0,,13,2022,12,December,2,Friday,48,2022-12-02,13:58:50
1598677670069522433,That Naeto C and Dagrin era. Then Olamide. We all miss Naija rap.,ORINAME,en,,0,0,1,0,,13,2022,12,December,2,Friday,48,2022-12-02,13:57:13
1598465407983226884,Imagine Microsoft being the evil one here. EU and their anti trust vs would have slammed billion dollar fine on Microsoft. It is time to break Apple monopoly.,ORINAME,en,,0,1,1,0,,23,2022,12,December,1,Thursday,48,2022-12-01,23:53:45
1597975423853694976,"Thanks Tasha Cobbs Leonard for spending 2,313 minutes with me in 2022. I couldn’t stop listening to For Your Glory - Live. #SpotifyWrapped    https://t.co/ZDraSOqaAh",ORINAME,en,['SpotifyWrapped'],0,0,0,0,,15,2022,11,November,30,Wednesday,48,2022-11-30,15:26:44
1597612513335848960,@FBN_help Issue has been resolved by first contact. Thank you.,ORINAME,en,,0,0,0,0,,15,2022,11,November,29,Tuesday,48,2022-11-29,15:24:40
1597521014077857792,"@FirstBankngr hello, I have issues with my Internet banking. I need help.",ORINAME,en,,1,0,0,0,,9,2022,11,November,29,Tuesday,48,2022-11-29,09:21:04
1595844922631913472,Man... G5 governors are hilarious.,ORINAME,en,,0,0,0,0,,18,2022,11,November,24,Thursday,47,2022-11-24,18:20:53
1595580356731731968,@V_Akiluna You can do Grimm Adventures of Billy and Mandy afterwards 😁,ORINAME,en,,1,0,0,0,,0,2022,11,November,24,Thursday,47,2022-11-24,00:49:36
1594838745286688768,https://t.co/ekgdv6ItIr,ORINAME,zxx,,0,0,0,0,,23,2022,11,November,21,Monday,47,2022-11-21,23:42:42
1592249021149904896,Man see production na. Wiz is gone. He is on his lane,ORINAME,en,,0,0,0,0,,20,2022,11,November,14,Monday,46,2022-11-14,20:12:03
1589637419413872640,This bird app on OBJ internet sha!!!,ORINAME,en,,0,0,0,0,,15,2022,11,November,7,Monday,45,2022-11-07,15:14:29
1589287439302262784,I'd start with letting Potter go. The club does not have identity anymore. Manager lost to his former team and now to Arsenal. When does this shambolic in-game management stops?,ORINAME,en,,0,0,0,0,,16,2022,11,November,6,Sunday,44,2022-11-06,16:03:47
1589286946626760705,I am supporting Man City until we get things right at Chelsea. Obviously the owner and the manager don't have a clue on what to do with this team.,ORINAME,en,,0,0,0,0,,16,2022,11,November,6,Sunday,44,2022-11-06,16:01:50
1589286623371735042,It is hard being a Chelsea FAN.,ORINAME,en,,0,0,0,0,,16,2022,11,November,6,Sunday,44,2022-11-06,16:00:33
1588223789497815046,"@walletsafrica Hello I am having issue loading my dollar card. I keep getting ""Can't load your card at this time"". It has been over a week now. Please I need your help. Thank you.",ORINAME,en,,0,0,0,0,,17,2022,11,November,3,Thursday,44,2022-11-03,17:37:13
1587074048550469632,@elonmusk Fleets,ORINAME,en,,0,0,0,0,,13,2022,10,October,31,Monday,44,2022-10-31,13:28:34
1584825784170328067,"WhatsApp, what is going?",ORINAME,en,,0,0,0,0,,8,2022,10,October,25,Tuesday,43,2022-10-25,08:34:46
1580460455348170752,@eezzibillions Lol. Okay it's enough,ORINAME,en,,1,0,0,0,,7,2022,10,October,13,Thursday,41,2022-10-13,07:28:30
1578408614708248576,God did!,ORINAME,en,,0,1,0,0,,15,2022,10,October,7,Friday,40,2022-10-07,15:35:13
1576656613884035072,@W0rldWideJess Yes we do 😁,ORINAME,en,,0,0,1,0,,19,2022,10,October,2,Sunday,39,2022-10-02,19:33:24
1576563774705655809,@W0rldWideJess Adenike.,ORINAME,en,,1,0,1,0,,13,2022,10,October,2,Sunday,39,2022-10-02,13:24:29
1576237797190832128,The downfall of @ChelseaFC happening in realtime,ORINAME,en,,0,0,0,0,,15,2022,10,October,1,Saturday,39,2022-10-01,15:49:10
1576128796528238593,Happy Independence Day Nigeria 🇳🇬 . Have a good one.,ORINAME,en,,0,0,0,0,,8,2022,10,October,1,Saturday,39,2022-10-01,08:36:02
1570071035608711169,"""You’ve never liked me y ? I’ve always been good to you"" Sending this to a friend. I can't wait for response.😄😄😄",ORINAME,en,,0,0,0,0,,15,2022,9,September,14,Wednesday,37,2022-09-14,15:24:40
1569440892804808704,"@dondekojo 😂😂😂😂😂This food wey you dey cook so, e go burn ooo",ORINAME,en,,0,0,2,0,,21,2022,9,September,12,Monday,37,2022-09-12,21:40:42
1568286146316075010,Never doubt God.,ORINAME,en,,0,0,0,0,,17,2022,9,September,9,Friday,36,2022-09-09,17:12:09
1567589742442647553,It's going to be difficult supporting Chelsea this season.,ORINAME,en,,0,0,0,0,,19,2022,9,September,7,Wednesday,36,2022-09-07,19:04:53
1566093814992879621,Chelsea fell off,ORINAME,en,,0,0,0,0,,16,2022,9,September,3,Saturday,35,2022-09-03,16:00:36
1563562638298124288,I forgot to remove the captain hand band from Jesus 😞😞 https://t.co/BulWZVzANU,ORINAME,en,,0,0,0,0,"[Photo(previewUrl='https://pbs.twimg.com/media/FbLj67PVsAAbVlW?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FbLj67PVsAAbVlW?format=jpg&name=orig', altText=None)]",16,2022,8,August,27,Saturday,34,2022-08-27,16:22:37
1558873730671120396,This is why we love this sport. 😂😂😂#TeamChelsea,ORINAME,en,['TeamChelsea'],0,0,0,0,,17,2022,8,August,14,Sunday,32,2022-08-14,17:50:34
1558542686508007425,Hello @AceAagbi😂😂 new season same o'l story 😂😂,ORINAME,en,,1,0,0,0,,19,2022,8,August,13,Saturday,32,2022-08-13,19:55:07
1557471871024730112,https://t.co/HLY8EP4zFS,ORINAME,zxx,,0,0,0,0,,21,2022,8,August,10,Wednesday,32,2022-08-10,21:00:05
1555587844802056193,@AceAagbi I agree with you.,ORINAME,en,,1,0,0,0,,16,2022,8,August,5,Friday,31,2022-08-05,16:13:38
1551509417153142786,"Low budget MJ said ""I don’t believe 100h times are correct.""  smh",ORINAME,en,,1,0,0,0,,10,2022,7,July,25,Monday,30,2022-07-25,10:07:25
1551467494476587014,A queen and more. She did that! https://t.co/x4rxS9Ib46,ORINAME,en,,0,0,0,0,"[Photo(previewUrl='https://pbs.twimg.com/media/FYfrdeHXgAAYcIu?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FYfrdeHXgAAYcIu?format=jpg&name=orig', altText=None)]",7,2022,7,July,25,Monday,30,2022-07-25,07:20:50
1551281758796226561,He should just sign and leave us alone. Smh,ORINAME,en,,0,0,0,0,,19,2022,7,July,24,Sunday,29,2022-07-24,19:02:47
1551072026764492802,Tems is clear,ORINAME,en,,0,0,0,0,,5,2022,7,July,24,Sunday,29,2022-07-24,05:09:23
1547354708620333056,E be like say this Chelsea new owner no too get money like that ooo,ORINAME,en,,0,0,0,0,,22,2022,7,July,13,Wednesday,28,2022-07-13,22:58:05
1546855001343102978,@AgbiJoan An episode of Jennifer diary,ORINAME,en,,0,0,1,0,,13,2022,7,July,12,Tuesday,28,2022-07-12,13:52:26
1546824628416516096,WTF is this?,ORINAME,en,,1,0,0,0,,11,2022,7,July,12,Tuesday,28,2022-07-12,11:51:44
1544938765269045248,@horspiroll_ @MrOdanz @theflutterwave I have a similar issue. Looks fraud to me.,ORINAME,en,,0,0,0,0,,6,2022,7,July,7,Thursday,27,2022-07-07,06:57:59
1543718448198459393,Nelson Brown!,ORINAME,en,,0,0,0,0,,22,2022,7,July,3,Sunday,26,2022-07-03,22:08:53
1540813511558930435,Why are they massaging the little guy ego,ORINAME,en,,0,0,0,0,,21,2022,6,June,25,Saturday,25,2022-06-25,21:45:42
1540813231723266051,Who's this Kabir guy. That guy is condescending. F!,ORINAME,en,,0,0,0,0,,21,2022,6,June,25,Saturday,25,2022-06-25,21:44:36
1540764380886773760,@AgbiJoan There is one on mainland 😂😂😂,ORINAME,en,,1,0,0,0,,18,2022,6,June,25,Saturday,25,2022-06-25,18:30:29
1534314378010533888,"Okay, stayboy is getting it....",ORINAME,en,,1,0,0,0,,23,2022,6,June,7,Tuesday,23,2022-06-07,23:20:28
1534312334314938369,Stayboy vs City boy,ORINAME,en,,0,0,0,0,,23,2022,6,June,7,Tuesday,23,2022-06-07,23:12:21
1534302012887670784,I love this DJ,ORINAME,en,,0,0,0,0,,22,2022,6,June,7,Tuesday,23,2022-06-07,22:31:20
1534296308340641798,This DJ is an op 😂,ORINAME,en,,0,0,0,0,,22,2022,6,June,7,Tuesday,23,2022-06-07,22:08:40
1534293789434683398,Shots fired!!!,ORINAME,en,,0,0,0,0,,21,2022,6,June,7,Tuesday,23,2022-06-07,21:58:39
1534293100666945538,You reached delegates via bulk sms? 🤣🤣🤣.,ORINAME,en,,0,0,0,0,,21,2022,6,June,7,Tuesday,23,2022-06-07,21:55:55
1534286713413066760,Chess not checkers...,ORINAME,en,,0,0,0,0,,21,2022,6,June,7,Tuesday,23,2022-06-07,21:30:32
1534283715702140929,@TheRealNenye My thoughts tlpe,ORINAME,en,,0,0,0,0,,21,2022,6,June,7,Tuesday,23,2022-06-07,21:18:38
1534276825005928448,@V_Akiluna Go read is yearly budget speech. That's all I can say,ORINAME,en,,1,0,0,0,,20,2022,6,June,7,Tuesday,23,2022-06-07,20:51:15
1534274746988232704,Nigga please,ORINAME,en,,0,0,0,0,,20,2022,6,June,7,Tuesday,23,2022-06-07,20:42:59
1533774491603587073,@Estiebarbie @seyiamakinde @RotimiAkeredolu What's happening in Oyo 🙄🙄,ORINAME,en,,0,0,0,0,,11,2022,6,June,6,Monday,23,2022-06-06,11:35:09
1533117132837470210,@StearsBusiness Ss,ORINAME,und,,0,0,0,0,,16,2022,6,June,4,Saturday,22,2022-06-04,16:03:03
1531727777388539904,"@dondekojo If Bubu wants to scatter everything, he should offer him ticket 😁",ORINAME,en,,0,0,1,0,,20,2022,5,May,31,Tuesday,22,2022-05-31,20:02:14
1531699252191182849,APC should offer Wike ticket and 2023 presidential election will be over before 3PM in favour of APC.,ORINAME,en,,0,0,1,0,,18,2022,5,May,31,Tuesday,22,2022-05-31,18:08:53
1530238632115814402,Wow!!! Game changer...,ORINAME,en,,0,0,0,0,,17,2022,5,May,27,Friday,21,2022-05-27,17:24:55
1529550413481099271,@oddy4real Dem supposed suspend your account 😂😂,ORINAME,en,,1,0,0,0,,19,2022,5,May,25,Wednesday,21,2022-05-25,19:50:10
1529549978959589376,No spaces tonight?,ORINAME,en,,0,0,0,0,,19,2022,5,May,25,Wednesday,21,2022-05-25,19:48:27
1529457844495556608,Ban assault rifles. mba. This is beyond sad. Thoughts and prayers to families grieving.,ORINAME,en,,0,0,0,0,,13,2022,5,May,25,Wednesday,21,2022-05-25,13:42:20
1529238754690572288,Delete,ORINAME,es,,0,0,0,0,,23,2022,5,May,24,Tuesday,21,2022-05-24,23:11:45
1526334931768573952,I will wait for pixel 7,ORINAME,en,,0,0,0,0,,22,2022,5,May,16,Monday,20,2022-05-16,22:53:00
1525028492445884418,Burna has mastered this craft. That hook will have him in the charts longer than the new release by other artistes.,ORINAME,en,,0,0,0,0,,8,2022,5,May,13,Friday,19,2022-05-13,08:21:40
1525028490332053505,Davido song is cool,ORINAME,en,,1,0,0,0,,8,2022,5,May,13,Friday,19,2022-05-13,08:21:40
1525028488549486594,DBanj's new song should blow-up with TikTok people,ORINAME,en,,1,0,0,0,,8,2022,5,May,13,Friday,19,2022-05-13,08:21:39
1523744157742764037,We are in interesting times...,ORINAME,en,,0,0,0,0,,19,2022,5,May,9,Monday,19,2022-05-09,19:18:11
1523587062552997888,God Lord! What a monday already.,ORINAME,en,,0,0,0,0,,8,2022,5,May,9,Monday,19,2022-05-09,08:53:57
1522323944191188992,Finally installed vue. js,ORINAME,en,,0,0,0,0,,21,2022,5,May,5,Thursday,18,2022-05-05,21:14:46
1520749957808017409,@dondekojo @hemical GRV?,ORINAME,und,,1,0,0,0,,13,2022,5,May,1,Sunday,17,2022-05-01,13:00:18
1520749884260900864,@hemical Not sure,ORINAME,en,,0,0,0,0,,13,2022,5,May,1,Sunday,17,2022-05-01,13:00:01
1519986255706087424,Burnaboy. The ART.,ORINAME,en,,0,0,0,0,,10,2022,4,April,29,Friday,17,2022-04-29,10:25:37
1518193044998299650,Awesome time @DaystarNG Worship service. #blessed,ORINAME,en,['blessed'],0,0,0,0,,11,2022,4,April,24,Sunday,16,2022-04-24,11:40:03
1517419859692470272,"@ehienabs Happy birthday, Ehi.",ORINAME,en,,1,0,0,0,,8,2022,4,April,22,Friday,16,2022-04-22,08:27:41
1516024056172232708,Man! I am livid.,ORINAME,en,,0,0,0,0,,12,2022,4,April,18,Monday,16,2022-04-18,12:01:16
1515967292500332546,Shut that school down!,ORINAME,en,,0,0,0,0,,8,2022,4,April,18,Monday,16,2022-04-18,08:15:42
1515684799901491202,This is false...,ORINAME,en,,0,0,0,0,,13,2022,4,April,17,Sunday,15,2022-04-17,13:33:11
1515651384724578307,https://t.co/blLeYHGDcN,ORINAME,zxx,,0,0,0,0,"[Photo(previewUrl='https://pbs.twimg.com/media/FQis4DgXwAcdjxY?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FQis4DgXwAcdjxY?format=jpg&name=orig', altText=None)]",11,2022,4,April,17,Sunday,15,2022-04-17,11:20:24
1513916100660150273,Finally!,ORINAME,en,,0,0,0,0,,16,2022,4,April,12,Tuesday,15,2022-04-12,16:25:00
1512820486014742532,"Brighton, please don't be unfortunate. Biko",ORINAME,en,,0,0,0,0,,15,2022,4,April,9,Saturday,14,2022-04-09,15:51:25
1508882134064373761,This is on NFF....,ORINAME,en,,0,0,0,0,,19,2022,3,March,29,Tuesday,13,2022-03-29,19:01:49
1508717400035840003,This is beyond sad. We have to come together and find a lasting solution to the insecurities ravaging the Nation,ORINAME,en,,0,0,0,0,,8,2022,3,March,29,Tuesday,13,2022-03-29,08:07:13
1508581479621738506,too*,ORINAME,qst,,0,0,0,0,,23,2022,3,March,28,Monday,13,2022-03-28,23:07:07
1508565331979210753,"I love comedy. Sometimes comedians take their joke to far, but that's not an excuse for physically attacking a comedian. Will was wrong!",ORINAME,en,,1,1,1,0,,22,2022,3,March,28,Monday,13,2022-03-28,22:02:57
1508338411790168065,@asforafriyie Imagine if it was Rock? Or 50cent telling the joke. Again Will's reaction is appalling.,ORINAME,en,,0,0,0,0,,7,2022,3,March,28,Monday,13,2022-03-28,07:01:15
1508333172743979012,Will Smith is insecure. End of story,ORINAME,en,,0,0,0,0,,6,2022,3,March,28,Monday,13,2022-03-28,06:40:26
1508330367966658560,Black on Black crime,ORINAME,en,,0,0,0,0,,6,2022,3,March,28,Monday,13,2022-03-28,06:29:17
1507813104104706058,@walletsafrica I can't fund card. What's going on? Whew! https://t.co/ecc9ebvLNI,ORINAME,en,,0,0,0,0,"[Photo(previewUrl='https://pbs.twimg.com/media/FOzUBvXXsAgE92o?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FOzUBvXXsAgE92o?format=jpg&name=orig', altText=None)]",20,2022,3,March,26,Saturday,12,2022-03-26,20:13:52
1506050512692695040,Uncle drop mic!,ORINAME,en,,0,0,0,0,,23,2022,3,March,21,Monday,12,2022-03-21,23:29:57
1506035886932344834,Wallets Africa? Really? Closing my account!!!,ORINAME,en,,0,1,1,0,,22,2022,3,March,21,Monday,12,2022-03-21,22:31:50
1503811140744364039,"Tolani, you ""is"" an agbero 😂😂😂",ORINAME,tl,,0,0,0,0,,19,2022,3,March,15,Tuesday,11,2022-03-15,19:11:30
1503660049511632902,This is why some people don't attend church anymore. This kind of behaviour is appalling.,ORINAME,en,,0,0,0,0,,9,2022,3,March,15,Tuesday,11,2022-03-15,09:11:07
1503659444026159104,@Deborahmoses_s Ask yourself if this statement of your represents Jesus Christ,ORINAME,en,,0,0,0,0,,9,2022,3,March,15,Tuesday,11,2022-03-15,09:08:42
1503659098641891331,@Deborahmoses_s It is a gym and not a church!,ORINAME,en,,0,0,0,0,,9,2022,3,March,15,Tuesday,11,2022-03-15,09:07:20
1502995113928237058,Kilish red.,ORINAME,en,,0,0,0,0,,13,2022,3,March,13,Sunday,10,2022-03-13,13:08:54
1502439936124985350,First bank banking app is useless,ORINAME,en,,0,0,0,0,,0,2022,3,March,12,Saturday,10,2022-03-12,00:22:49
1501139080628871174,Happy #IWD,ORINAME,en,['IWD'],0,0,1,0,,10,2022,3,March,8,Tuesday,10,2022-03-08,10:13:41
1501139029508636675,WTH!,ORINAME,qst,,0,0,0,0,,10,2022,3,March,8,Tuesday,10,2022-03-08,10:13:29
1500157144578076674,Lukaku is @ChelseaFC problem.,ORINAME,in,,0,0,0,0,,17,2022,3,March,5,Saturday,9,2022-03-05,17:11:49
1500132056445116421,Happy birthday to ex President Obasanjo. A great man!,ORINAME,en,,0,0,0,0,,15,2022,3,March,5,Saturday,9,2022-03-05,15:32:08
1500083145554726916,That finesse is a feel good song.,ORINAME,en,,0,0,0,0,,12,2022,3,March,5,Saturday,9,2022-03-05,12:17:46
1498683158740484105,I am in an abusive relationship with @walletsafrica.,ORINAME,en,,1,0,0,0,,15,2022,3,March,1,Tuesday,9,2022-03-01,15:34:43
1496781585407954944,What is the endgame?,ORINAME,en,,0,0,0,0,,9,2022,2,February,24,Thursday,8,2022-02-24,09:38:33
1495143927925587972,Hardwork(puting in the work) will give soft life. It is that simple,ORINAME,en,,0,0,0,0,,21,2022,2,February,19,Saturday,7,2022-02-19,21:11:05
1495077875543904258,Lukaku will Tuchel downfall. We were doing just fine until Lakaka came back to ruin our play.,ORINAME,en,,0,0,1,0,,16,2022,2,February,19,Saturday,7,2022-02-19,16:48:37
