TweetId,Text,Username,Language,Hashtags,Cords,ReplyCount,RetweetCount,LikeCount,QuoteCount,Media,Hour,Year,Month,MonthName,MonthDay,DayName,Week,Date,Time
1633232784461377539,"Vote LP only 
Top to Bottom #ObiDattiInLagos @PeterObi https://t.co/rMsEnDkycl",HalcyonCollins,en,['ObiDattiInLagos'],,0,0,0,0,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1633232717176348672/pu/img/p98P5TYLjeBwxlV-.jpg', variants=[VideoVariant(url='https://video.twimg.com/ext_tw_video/1633232717176348672/pu/pl/Zn3277Acj2R7nqQW.m3u8?tag=12&container=fmp4', contentType='application/x-mpegURL', bitrate=None), VideoVariant(url='https://video.twimg.com/ext_tw_video/1633232717176348672/pu/vid/320x564/wr1AIvcqTv0Lkz5M.mp4?tag=12', contentType='video/mp4', bitrate=632000), VideoVariant(url='https://video.twimg.com/ext_tw_video/1633232717176348672/pu/vid/480x848/QvgkVHuSp_yfAWo6.mp4?tag=12', contentType='video/mp4', bitrate=950000)], duration=5.95, views=5, altText=None)]",22,2023,3,March,7,Tuesday,10,2023-03-07,22:26:54
1633232758758580224,"Dipo the idiot, who made Oluomo of Derby the spokesperson of the Obidient movement and Labour Party? Retard with PhD",Ayaya_is_Ayaya,en,,,0,0,0,0,,22,2023,3,March,7,Tuesday,10,2023-03-07,22:26:48
1633232713980211202,"We need governor's that will be escorting @PeterObi to court to get back rightfully belongs to him, please go out on Saturday and vote massively for ELU P!!!",_jerry51,en,,,0,0,0,0,,22,2023,3,March,7,Tuesday,10,2023-03-07,22:26:37
1633232701598605313,"What Fredrick Leonard did to PETER OBI In This Video Will Make You Faint... https://t.co/sHARiQJ6ok via @YouTube 

#ChelseaDortmund #PeterObiMyPresident #LP",OsoluNancy,en,"['ChelseaDortmund', 'PeterObiMyPresident', 'LP']",,0,0,0,0,,22,2023,3,March,7,Tuesday,10,2023-03-07,22:26:34
1633232691649757185,"Peter obi did not send you people this one, allow lawyers do their jobs...",Mhithii,en,,,0,0,0,0,,22,2023,3,March,7,Tuesday,10,2023-03-07,22:26:32
1633232688457953286,Don’t do this please 😭🙏,eris_chika1,en,,,0,0,0,0,,22,2023,3,March,7,Tuesday,10,2023-03-07,22:26:31
1633232628152254465,"People who will like run away when Peter Obi becomes president
1. Nyeson Wike
2. El-rufai
3. Hope Uzodimma
4. Yakubu Mahmoud
5. Sanwo-olu
6. Soludo Charles
And many others
You can add the names of those I forgot",PASCHAL_2005,en,,,0,0,0,0,,22,2023,3,March,7,Tuesday,10,2023-03-07,22:26:17
1633232581863899138,"Video:
Little baby laughing seriously hearing the rhymes of 'Ellu P' and @PeterObi's name but stopped laughing immediately @officialABAT's name was mentioned in the flow of the rhymes. God abeg o! 

Twitter SAN Pastor Enenche Oba of Lagos Onyechi Ikpeazu disgusting Palmpay https://t.co/RtofpKxiVq",De_Anointed1,en,,,1,4,11,1,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1633232372710666244/pu/img/MpFx9ZNWb5bjn2s8.jpg', variants=[VideoVariant(url='https://video.twimg.com/ext_tw_video/1633232372710666244/pu/vid/240x416/s2dkETgw1Nxagnl4.mp4?tag=12', contentType='video/mp4', bitrate=632000), VideoVariant(url='https://video.twimg.com/ext_tw_video/1633232372710666244/pu/pl/X0G5U82HIOhpFJIz.m3u8?tag=12&container=fmp4', contentType='application/x-mpegURL', bitrate=None)], duration=30.022, views=97, altText=None)]",22,2023,3,March,7,Tuesday,10,2023-03-07,22:26:06
1633232581578698753,Have you forgotten your NYSC drills?,Oyekadupe1,en,,,0,0,0,0,,22,2023,3,March,7,Tuesday,10,2023-03-07,22:26:06
1633232568937062400,"Yoo where are the True OBIDIENT, Give me a like if you believe we will win the case at court. And don't forget to follow!

Ellu P|First Bank|Man u|Peter obi|
#Opay #SamsungGalaxyA14 #ObiWon #ObiDattiInLagos #Obidients #LAZAZ #LagosForLP #labourpartynigeria #LabourParty #FolloMe https://t.co/qIc4ChZn3A",Shatougarko,en,"['Opay', 'SamsungGalaxyA14', 'ObiWon', 'ObiDattiInLagos', 'Obidients', 'LAZAZ', 'LagosForLP', 'labourpartynigeria', 'LabourParty', 'FolloMe']",,0,0,1,0,"[Photo(previewUrl='https://pbs.twimg.com/media/FqpoW3zWYAcsQoI?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FqpoW3zWYAcsQoI?format=jpg&name=orig', altText=None)]",22,2023,3,March,7,Tuesday,10,2023-03-07,22:26:03
1633232492420386817,"Thank you Obidients
Thank you Peter Obi
We made this happen.

Our efforts have not been in vain.",TitilayomiAA,en,,,0,0,0,0,,22,2023,3,March,7,Tuesday,10,2023-03-07,22:25:44
1633232459302072322,I think say na only Peter Obi de go church. 🤣 https://t.co/aVEKBrwssA,JohnboscoUmeh4,en,,,0,0,0,0,"[Photo(previewUrl='https://pbs.twimg.com/media/FqpoQqJWIAAr8Gn?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FqpoQqJWIAAr8Gn?format=jpg&name=orig', altText=None)]",22,2023,3,March,7,Tuesday,10,2023-03-07,22:25:36
1633232426259415040,"Desmond Elliot, eleyi otilo. E don goooo... Olumide Oworu lokan, o ya egbe kiniyi (ibo) wa fun.

This year's election is really electrifying.

First was Federal, now is state. More breakfast to be served.

More bad market. What a year of liberation. Peter Obi is the reason.",doitright1,en,,,0,0,0,0,,22,2023,3,March,7,Tuesday,10,2023-03-07,22:25:29
1633232402569986050,"Imagine Atiku Abubakar campaign spokesman, Charles Aniagwu, a commissioner of information in Delta state, openly saying only Peter Obi of Labour Party won 25% in 2/3 states of the country + FCT in the presidential election. 
He didn't say his PDP had 25% in2/3 of Nigeria.",goddy_omo1,en,,,0,0,0,0,,22,2023,3,March,7,Tuesday,10,2023-03-07,22:25:23
1633232290795995136,Peter obi come and see what you have done oo😂😂😂😂😂,NnennaE33272994,en,,,0,0,0,0,,22,2023,3,March,7,Tuesday,10,2023-03-07,22:24:56
1633232235821166594,"No matter what happened
I'll always support @PeterObi 
Even in my dream 😫",FrexzyArchi,en,,,0,0,0,0,,22,2023,3,March,7,Tuesday,10,2023-03-07,22:24:43
1633232116145086465,Thought this was Peter Obi fr,Kcobiefule,en,,,0,0,0,0,,22,2023,3,March,7,Tuesday,10,2023-03-07,22:24:15
1633232098088611842,"Stay strong sis,Obidients re the most bitter people on earth,but God will continue to shame them the way He shamed their principal(Peter Obi)💯",AdebzClouds,en,,,0,0,0,0,,22,2023,3,March,7,Tuesday,10,2023-03-07,22:24:10
1633232077121286145,"2023: Court to rule on Peter Obi, INEC’s case on BVAS https://t.co/IfawZkvbmJ #postnigeria #NigeriaDecide2023 #NigerianElections2023 https://t.co/FPZMpxjgL0",PostNigeria,fr,"['postnigeria', 'NigeriaDecide2023', 'NigerianElections2023']",,0,0,0,0,"[Photo(previewUrl='https://pbs.twimg.com/media/FqpnuZoWIAA4oYM?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FqpnuZoWIAA4oYM?format=jpg&name=orig', altText=None)]",22,2023,3,March,7,Tuesday,10,2023-03-07,22:24:05
1633231983974440961,"Truly Peter Obi has changed the political landscape of Nigeria, even Apc Dey obidient… God bless Nigeria shaa, anyways make I go book game. https://t.co/6PbfjxAcGx",metuchizzy,en,,,29,18,165,0,"[Photo(previewUrl='https://pbs.twimg.com/media/Fqpn1LRakAMmkaL?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Fqpn1LRakAMmkaL?format=jpg&name=orig', altText=None)]",22,2023,3,March,7,Tuesday,10,2023-03-07,22:23:43
1633231949807464448,"You people should stop this anti party activities and respect Peter Obi directive of voting Eluu P in every political position in every state, you are not better than Wike if you guys continue this over confidence mentality.",openddo,en,,,0,0,2,0,,22,2023,3,March,7,Tuesday,10,2023-03-07,22:23:35
1633231886351843332,Even babies have rejected what inec gave Nigerians. Onikure Mahmood.,DattiObifan,en,,,0,0,0,0,,22,2023,3,March,7,Tuesday,10,2023-03-07,22:23:20
1633231880085487617,Peter Obi and GRV have made this guy remember that he is Governor.  I Stan an opposition party that brings out the best in incumbents,Oluwanonso_Esq,en,,,0,0,3,0,,22,2023,3,March,7,Tuesday,10,2023-03-07,22:23:18
1633231874838478850,"To all #Obidients before you vote on the 11th, remember the intimidation to Peter Obi. Remember how they grounded our Obidients jet. The ill treatment and all shege they showed to Peter Obi. Then vote LP top to bottom. https://t.co/njM2VVMYRW",chikepaul66,en,['Obidients'],,0,0,0,0,"[Photo(previewUrl='https://pbs.twimg.com/media/Fqpnu_LXsAAx9tq?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Fqpnu_LXsAAx9tq?format=jpg&name=orig', altText=None)]",22,2023,3,March,7,Tuesday,10,2023-03-07,22:23:17
1633231834153664514,"As I said in a previous tweet, I prefer Frank in Enugu but for the sake of the statement we need to make on Saturday I don’t mind Chijioke emerging. I’ve asked many people in Enugu &amp; they’re all singing ‘Ellu P 75’ to me🥹

So all I can say now is we’ll hold Chijioke to account🤷🏽‍♂️",Balatic,en,,,1,0,0,0,,22,2023,3,March,7,Tuesday,10,2023-03-07,22:23:07
1633231675785109505,Dear @NgLabour @PeterObi please who's the Labour party candidate for Imo State in the gubernatorial elections? Very important,juliettsstyle,en,,,1,0,0,0,,22,2023,3,March,7,Tuesday,10,2023-03-07,22:22:30
1633231659247050754,Great win 🏆 👏🏿 👍🏿 @ChelseaFC @AbsoluteChelsea #ChampionsLeague 💙💙,timomayor2,en,['ChampionsLeague'],,0,0,0,0,,22,2023,3,March,7,Tuesday,10,2023-03-07,22:22:26
1633231600870645762,"Tinubu told Orji Uzor Kalu and I that Igbos will lose the opportunity to be senate president if Peter Obi continues with his court case against his victory. 
- Dave Umahi

We igbos don too suffer for these animals hand, SMH https://t.co/yB26siEhZP",Gothicmajor,en,,,1,0,2,0,"[Photo(previewUrl='https://pbs.twimg.com/media/FqpnfDkXsAYN4Ln?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FqpnfDkXsAYN4Ln?format=jpg&name=orig', altText=None)]",22,2023,3,March,7,Tuesday,10,2023-03-07,22:22:12
1633231581350436864,"Peter Obi is just a gud leader, believe me or you go hug transformer.
A man that decamp from PDP to labour party and everytin Nigeria has been changing..
Like 60% of SENATE'S and HOUSE OF REPRESENTATIVES now belong to Labour Party. 
Obi is pure definition of gud leader..",Rajmak001,en,,,0,0,0,0,,22,2023,3,March,7,Tuesday,10,2023-03-07,22:22:07
1633231567190360069,Make Una see as this man striped @PeterObi naked. 🤣😂,Akanbi_Semilore,en,,,0,0,0,0,,22,2023,3,March,7,Tuesday,10,2023-03-07,22:22:04
1633231465763749893,Where is mudrky,OlashileMubara1,en,,,0,0,0,0,,22,2023,3,March,7,Tuesday,10,2023-03-07,22:21:40
1633231427796971520,"At this moment in Nigeria, Peter Obi is the most popular and appreciated... (I don't want to use the word ""Politician"" for him).. public figure.

Nigerians will address him as President THIS year.",obalichi_,en,,,0,0,0,0,,22,2023,3,March,7,Tuesday,10,2023-03-07,22:21:31
1633231394120892418,"I don't trust This LP man,he came out after the presidential election, because everyone voted for peter obi now he wants to use Peter obi to  Chase Clouds 😂Now All the bad people dey hide under Lp and Obidients,Omo Agege and sheriff run go meet Obidients too
I trust OGBORU  😂😂 https://t.co/hvIUEFow8x",marvel100_,en,,,0,0,0,0,"[Photo(previewUrl='https://pbs.twimg.com/media/FqpnSq4XsAI_bo5?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FqpnSq4XsAI_bo5?format=jpg&name=orig', altText=None)]",22,2023,3,March,7,Tuesday,10,2023-03-07,22:21:22
1633231391201673217,"As A Chelsea Fan, That Game Was Rigged Against Dortmund! 
Disgusting Way To ""Win"" 🚮",Miracic_,en,,,0,0,0,0,,22,2023,3,March,7,Tuesday,10,2023-03-07,22:21:22
1633231363888357376,Potter still don't ave a style of play,OlashileMubara1,en,,,0,0,0,0,,22,2023,3,March,7,Tuesday,10,2023-03-07,22:21:15
1633231282787303425,"The third position is claiming he won the election, it can only be heard from @PeterObi Mr no cloth and shoe.",sunday_bodunde3,en,,,0,0,0,0,,22,2023,3,March,7,Tuesday,10,2023-03-07,22:20:56
1633231229188202496,"Thunder agbagbuole Ekwensu be that, hahahaha!, fa amaroo ka @PeterObi si kwado. #ObinobiJonathan oh! Nnam kwechiri ha there, they must to kwete. Onweroo! The youths are with you. Just call a meeting for #Obidients IT professionals, ka men tuo down, ka ha kwete na ona eme, taaa!",rawafricanews,tl,"['ObinobiJonathan', 'Obidients']",,0,0,0,0,,22,2023,3,March,7,Tuesday,10,2023-03-07,22:20:43
1633231200662814720,Nigerian comedian Ay Comedian Applauds Peter Obi for his bravery. - .  : Read more: https://t.co/HAEHymgCNC via @myblogpay #blogpay?,MrNuamah,en,['blogpay'],,0,0,1,0,,22,2023,3,March,7,Tuesday,10,2023-03-07,22:20:36
1633231156693946368,Peter Obi leads and they follow 😂😂,Cracylyn,en,,,0,0,1,0,,22,2023,3,March,7,Tuesday,10,2023-03-07,22:20:26
1633231053661028352,"Please sign our petition!  https://t.co/JyTOeSvkxW
nigeria tinubu atiku lagos peter obi imo state kaduna kano admin project management solutions arise tv dele momodu https://t.co/Of3ZYBPz7m",naija_loudmouth,tl,,,0,0,0,0,"[Photo(previewUrl='https://pbs.twimg.com/media/Fqpm_OSWcAMqHg7?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Fqpm_OSWcAMqHg7?format=jpg&name=orig', altText=None)]",22,2023,3,March,7,Tuesday,10,2023-03-07,22:20:01
1633231048502026240,"Hmmmm! After the presidential election,I sat down to meditate about the presidential candidates and the result each one made. The one that interest me most was Peter Obi; Obi ran for presidential election for the first time without structure yet,he performed extremely well.",Kingsley8Abu,en,,,1,0,0,0,,22,2023,3,March,7,Tuesday,10,2023-03-07,22:20:00
1633231032785809408,"2023 Election Tribunal: [Exposed] Mahmood Yakubu Trying to Neutralize All Evidence, it's clear Peter Obi Won the Election - SANs Revealed more ongoing plans by APC/Inec

https://t.co/YEkGVlVhrB

Gilmore Dipo Fashola",Waleashorobi1,en,,,0,0,0,0,,22,2023,3,March,7,Tuesday,10,2023-03-07,22:19:56
1633230981917188097,"You guys are only useful as drivers and mayguards, and occasionally as bag carriers for oga's wife. Dogs are not offensive weapons incase you thought we won't read the constitution by ourselves. @BenHundeyin @PoliceNG https://t.co/BFizyUETzu",Gelande_Wagen,en,,,0,1,0,0,"[Photo(previewUrl='https://pbs.twimg.com/media/Fqpm61eWAAIV15T?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Fqpm61eWAAIV15T?format=jpg&name=orig', altText=None)]",22,2023,3,March,7,Tuesday,10,2023-03-07,22:19:44
1633230920265216003,"I could feel the deep pains in his voice. You may never know the pain of something being stolen from you till you experience it.

However, Peter Obi’s type of grace is indeed exceedingly powerful.
See how the whole world is fighting for One Man, peacefully. 

We know the truth!",mystique_soul_,en,,,0,0,0,0,,22,2023,3,March,7,Tuesday,10,2023-03-07,22:19:30
1633230908013551616,"You remember there’s a computer village in Lagos the moment you needed their votes. 

Peter Obi did wonders on the political scene in Nigeria.",FolaranmiAnas,en,,,0,0,0,0,,22,2023,3,March,7,Tuesday,10,2023-03-07,22:19:27
1633230892574425090,Say another thing,OlashileMubara1,en,,,0,0,0,0,,22,2023,3,March,7,Tuesday,10,2023-03-07,22:19:23
1633230816363831298,"2023 Election Tribunal: [Exposed] Mahmood Yakubu Trying to Neutralize All Evidence, it's clear Peter Obi Won the Election - SANs Revealed more ongoing plans by APC/Inec

https://t.co/YEkGVlVhrB

Adeyemi Whole Soyinka Nancy",Waleashorobi1,en,,,0,0,0,0,,22,2023,3,March,7,Tuesday,10,2023-03-07,22:19:05
1633230778480967682,"Those animals that was using by the
Enemies of Nigeria's you must think twice God of avengers is coming soon.
Peter Obi will continue be our president no going back",EZEHUKWUNONSO,en,,,0,0,0,0,,22,2023,3,March,7,Tuesday,10,2023-03-07,22:18:56
1633230774919938048,"You take permission from the #Obidients 😂😂😂😂😂😂😂

But for now, we are not voting you guys.
It's only @FrankNwekeII  that's qualified from another party... https://t.co/yFFER3bgh6",Iam_Gpphilipson,en,['Obidients'],,0,0,0,0,"[Photo(previewUrl='https://pbs.twimg.com/media/FqpmrmrXgAAXn5Z?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FqpmrmrXgAAXn5Z?format=jpg&name=orig', altText=None), Photo(previewUrl='https://pbs.twimg.com/media/FqpmtLvWIAItbJy?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FqpmtLvWIAItbJy?format=jpg&name=orig', altText=None), Photo(previewUrl='https://pbs.twimg.com/media/FqpmuegWAAIkmGe?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FqpmuegWAAIkmGe?format=jpg&name=orig', altText=None)]",22,2023,3,March,7,Tuesday,10,2023-03-07,22:18:55
1633230719916072960,"It's obvious that nigeria have never been better rather yesterday becomes better than today and tomorrow while their promises lives on. It's always the formal government being pretty better than any current, where do we go from here? @PeterObi @SympLySimi @AishaYesufu @Naija_PR",De_PrincePaul,en,,,0,0,1,0,,22,2023,3,March,7,Tuesday,10,2023-03-07,22:18:42
1633230719534387203,"Some of you fight for those that holds you in poverty and fight against those fighting to liberate you. You ain't free in another land and in your own land are oppressors who never wanted your success, you're far from knowing this fact. @SympLySimi @AishaYesufu @ARISEtv @PeterObi",De_PrincePaul,en,,,0,0,1,0,,22,2023,3,March,7,Tuesday,10,2023-03-07,22:18:42
1633230687749697536,"2023 Election Tribunal: [Exposed] Mahmood Yakubu Trying to Neutralize All Evidence, it's clear Peter Obi Won the Election - SANs Revealed more ongoing plans by APC/Inec

https://t.co/YEkGVlVhrB

First Bank Twitter SAN",Waleashorobi1,en,,,0,0,0,0,,22,2023,3,March,7,Tuesday,10,2023-03-07,22:18:34
1633230664957927426,"We are getting more closer to the corridor of power.
CERTIFICATE OF RETURN WILL SOON BE RETURN..
@inecnigeria, @officialABAT, @Naija_Activist , @AishaYesufu,  @renoomokri, @PeterObi,  @fkeyamo, @realFFK , @OfficialPDPNig, @NgLabour, @OfficialAPCNg
The true independent has come..",Emancipator2035,en,,"Coordinates(longitude=6.5013564, latitude=9.5637137)",0,0,0,0,,22,2023,3,March,7,Tuesday,10,2023-03-07,22:18:29
1633230551946502144,"2023 Election Tribunal: [Exposed] Mahmood Yakubu Trying to Neutralize All Evidence, it's clear Peter Obi Won the Election - SANs Revealed more ongoing plans by APC/Inec

https://t.co/YEkGVlVhrB

Gbadebo Rhodes Fadeyi Oloro",Waleashorobi1,en,,,0,0,0,0,,22,2023,3,March,7,Tuesday,10,2023-03-07,22:18:02
1633230551556542466,"Do you know why these politicians are scared of Peter obi?
He'll make the job difficult for them; before you come out for any position, you must have a verifiable track record and the process of your Election must be free and fair. The game just changed for real!",Nwaokudiova,en,,,0,0,0,0,,22,2023,3,March,7,Tuesday,10,2023-03-07,22:18:02
1633230529129598977,"Collect and maximise anything Sanwo-olu offers this week

Then vote LP top to bottom this Saturday in Lagos",dawuzi,en,,,0,1,0,0,,22,2023,3,March,7,Tuesday,10,2023-03-07,22:17:56
1633230505091923969,MIT alumni and you’re saying “just MIT” lmao. 6% acceptance rate with a 94.2% graduation rate. you’re talking “just”  with a degree in Architecture. lmao peter obi has to reform the educative sector.,wysrenee,en,,,2,4,7,0,,22,2023,3,March,7,Tuesday,10,2023-03-07,22:17:51
1633230485689073667,"WE ARE CHELSEA!
#KTBFFH 💙",GiddyLes1,en,['KTBFFH'],,0,0,0,0,,22,2023,3,March,7,Tuesday,10,2023-03-07,22:17:46
1633230442525605888,"While I was making dinner for my friend tonight, all I could think of is me inviting my classmates over for dinner while I’m at Le Cordon Bleu and cooking Nigerian dishes for them, from my mouth and heart to God’s ears!",bossladycookist,en,,,2,0,2,0,,22,2023,3,March,7,Tuesday,10,2023-03-07,22:17:36
1633230412653768705,"A colleague of mine was telling me to remove Peter Obi pictures from my WhatsApp DP. She said that I'm not a politician. She said that I might lose customers who might want to buy properties. But the truth is that, I don't care. I'm fighting for my future and that of my country",Joshuaodafe1,en,,"Coordinates(longitude=5.7466761, latitude=5.473193)",0,0,1,0,,22,2023,3,March,7,Tuesday,10,2023-03-07,22:17:28
