DateTime,TweetId,Text,Username,Language,Hashtags,Cords,ReplyCount,RetweetCount,LikeCount,QuoteCount,Media,Lat,Lon
2023-03-02 22:49:57+00:00,1631426645943889924,@PeterObi Dey wine ur self u win election and we no see u for INEC office to collect certificate of return??,topsonofficial,en,,"Coordinates(longitude=7.550692, latitude=8.9793214)",0,0,0,0,,8.9793214,7.550692
2023-03-02 22:49:07+00:00,1631426437122076675,"Inec, you can't steal Nigerian youth mandate o otherwise, they will continue pressing your neck.

@akintollgate @Orji_Okosisi1 @firstladyship @Nkemchor_ @Jack_ng01 @BishopPOEvang @PeterPsquare @rudeboypsquare @NgLabour @JosephOnuorah @ObiFlagboy @ObiDientTvHQ @DavidHundeyin https://t.co/OI0xOgj9Ry",AkpataBamidele,en,,"Coordinates(longitude=3.4023218, latitude=6.3962643)",1,3,3,0,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1631426333027758080/pu/img/DiGbfoA5N9nHUcM6.jpg', variants=[VideoVariant(url='https://video.twimg.com/ext_tw_video/1631426333027758080/pu/pl/H_PFk6ghRd8GqUCN.m3u8?tag=12&container=fmp4', contentType='application/x-mpegURL', bitrate=None), VideoVariant(url='https://video.twimg.com/ext_tw_video/1631426333027758080/pu/vid/320x532/_qvRQevhJ4x39gyV.mp4?tag=12', contentType='video/mp4', bitrate=632000)], duration=20.014, views=6, altText=None), Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1631426366011760641/pu/img/mkJLW_Fm1uG_XaiX.jpg', variants=[VideoVariant(url='https://video.twimg.com/ext_tw_video/1631426366011760641/pu/vid/320x568/19jYfWKr8nKzzHF4.mp4?tag=12', contentType='video/mp4', bitrate=632000), VideoVariant(url='https://video.twimg.com/ext_tw_video/1631426366011760641/pu/pl/tSywbG4p9x6-IXEO.m3u8?tag=12&container=fmp4', contentType='application/x-mpegURL', bitrate=None)], duration=29.998, views=2, altText=None), Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1631426406423855105/pu/img/aPJU0js9QejaBCH0.jpg', variants=[VideoVariant(url='https://video.twimg.com/ext_tw_video/1631426406423855105/pu/pl/ME1VQnf3JbXLL57P.m3u8?tag=12&container=fmp4', contentType='application/x-mpegURL', bitrate=None), VideoVariant(url='https://video.twimg.com/ext_tw_video/1631426406423855105/pu/vid/320x568/IZNAhrv66MHVwUOx.mp4?tag=12', contentType='video/mp4', bitrate=632000)], duration=20.502, views=2, altText=None)]",6.3962643,3.4023218
2023-03-02 22:41:24+00:00,1631424495520043013,INEC lying to Nigerians before election. They believe that they have fooled us.,benjames0012,en,,"Coordinates(longitude=3.2629101, latitude=6.6393308)",0,0,0,0,,6.6393308,3.2629101
2023-03-02 22:38:24+00:00,1631423740092268549,@Desmund_Oris Before inec go post another thing https://t.co/tdozIVMpzf,iampauleez1,en,,"Coordinates(longitude=2.6654364, latitude=6.287653)",3,2,39,2,"[Photo(previewUrl='https://pbs.twimg.com/media/FqP7PYUX0AYYiXt?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FqP7PYUX0AYYiXt?format=jpg&name=orig', altText=None)]",6.287653,2.6654364
2023-03-02 22:30:41+00:00,1631421795675799555,"@realchidoski Yeah! So far I've seen;
INEC inefficiency
APC intimidation in some part Lagos
PDP rigging
LP use of underage, rigging and intimidation
Wike devilish work for APC.

The election is imperfect, but we should all move on. It's getting boring day by day and friends are being lost.",SodamCEO,en,,"Coordinates(longitude=5.5482405, latitude=7.1546552)",0,0,0,0,,7.1546552,5.5482405
2023-03-02 22:25:38+00:00,1631420526202593281,"Focus :
#electionresults2023 
#NigeriaElections2023 
#NigeriaDecides2023 
#Fraudulent Elections by INEC 
Rubbish 🗑 tweet",ignatius2009,en,"['electionresults2023', 'NigeriaElections2023', 'NigeriaDecides2023', 'Fraudulent']","Coordinates(longitude=6.7786135, latitude=8.4504401)",0,0,0,0,,8.4504401,6.7786135
2023-03-02 22:21:20+00:00,1631419444692959233,@erigganewmoney Inec chairman,DIMMOFLAGOS,ht,,"Coordinates(longitude=3.198942, latitude=6.4826762)",0,0,0,0,,6.4826762,3.198942
2023-03-02 22:18:59+00:00,1631418852650233857,"This ""go to court"" by INEC is very suspicious.

#electionresults2023 
#PeterObiMyPresident 
#ARISENews",SamuelWekere,en,"['electionresults2023', 'PeterObiMyPresident', 'ARISENews']","Coordinates(longitude=6.9380658, latitude=4.7337699)",0,0,0,0,,4.7337699,6.9380658
2023-03-02 22:18:22+00:00,1631418697221918720,As a Nigerian Democracy is the government of the Inec by the Inec and for the inec.,EbeshiDelight,en,,"Coordinates(longitude=7.3045544, latitude=8.961887)",0,0,0,0,,8.961887,7.3045544
2023-03-02 22:14:18+00:00,1631417674965172224,@DeleFarotimi I love your calmness and composure Sir Dele &amp; @YarKafanchan  too. Una dey try. As a Warri gal wey I be u com give me spokes person🙄 lik dis Aswears dead bodi go surplus. d sword of my mouth go don  scatter d table. Dino dey learn. Me I for don tear inec chair! 250 live 😂😂,BOduaran,en,,"Coordinates(longitude=5.6806783, latitude=5.4884005)",1,0,1,0,,5.4884005,5.6806783
2023-03-02 22:10:47+00:00,1631416787307773952,"Peter Obi is one of the strongest man in history.
If i was to be in his position I will cry Untill INEC will ask APC to return my mandate.
Cause it worth crying for. https://t.co/8HDD21KnfB",DeNextgabriel,en,,"Coordinates(longitude=2.6654364, latitude=4.1974055)",0,0,1,0,"[Photo(previewUrl='https://pbs.twimg.com/media/FqP06sXXgAI7_ML?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FqP06sXXgAI7_ML?format=jpg&name=orig', altText=None)]",4.1974055,2.6654364
2023-03-02 22:10:42+00:00,1631416770455130114,"*SAD NEWS:I will tell God INEC killed me, you boy from plateau state commit suicide and dies after Obi lost a rigged election
The young 19years old boy left a note behind which reads"" no hope for Nigeria for the next 20years after Obi lost election i rather end it now than to liv https://t.co/eYApM8Bg5e",Esty81983845,en,,"Coordinates(longitude=6.9380658, latitude=4.7337699)",0,0,0,0,"[Photo(previewUrl='https://pbs.twimg.com/media/FqP05uOWwAEr35q?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FqP05uOWwAEr35q?format=jpg&name=orig', altText=None)]",4.7337699,6.9380658
2023-03-02 22:10:20+00:00,1631416677819711492,"Supplementary Elections To Hold After Guber, Assembly Polls - INEC 
https://t.co/tTiZdxg1tO… https://t.co/02K2MabH1S",madachi_abba,en,,"Coordinates(longitude=8.1102325, latitude=10.9300459)",1,1,7,0,"[Photo(previewUrl='https://pbs.twimg.com/media/FqP00UrWcAE47Gn?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FqP00UrWcAE47Gn?format=jpg&name=orig', altText=None)]",10.9300459,8.1102325
2023-03-02 22:08:02+00:00,1631416095365124096,"Congratulations to our INEC Elect 
President... https://t.co/MbtETaFZNn",danielarchibong,en,,"Coordinates(longitude=7.919770162232408, latitude=4.632472214473876)",0,0,0,0,"[Photo(previewUrl='https://pbs.twimg.com/media/FqP0SdZXgAgotRp?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FqP0SdZXgAgotRp?format=jpg&name=orig', altText=None)]",4.632472214473876,7.919770162232408
2023-03-02 22:04:28+00:00,1631415198316634112,"Baby I wanna Rig U, let Me Be Your Inec Chairman",iamTyoonz,en,,"Coordinates(longitude=6.5013564, latitude=9.5637137)",0,0,0,0,,9.5637137,6.5013564
2023-03-02 22:03:55+00:00,1631415062924541961,"Kenyans are using Tinubu to mud us 😂😂😂 INEC  you do this one 
#KenyaVsNigeria",pweetypecky,en,['KenyaVsNigeria'],"Coordinates(longitude=8.8337107, latitude=9.8581086)",2,0,16,0,,9.8581086,8.8337107
2023-03-02 21:57:53+00:00,1631413540933304322,"South West not happy
South East not happy 
South South not happy
North East not happy 
Not Central not happy
Not West not happy
FCT not happy

PLEASE WHO VOTED FOR TINUBU?

INEC did I guess 🤔",Ucheotega1,en,,"Coordinates(longitude=0.526794, latitude=51.3345696)",0,0,1,0,,51.3345696,0.526794
2023-03-02 21:56:43+00:00,1631413248170795008,"INEC and my babe na same behavior them get. 

Them no get truth for mouth 😂 One single truth them no get for mouth https://t.co/advPWfJZXe",iamkenmelody,en,,"Coordinates(longitude=2.7063037, latitude=6.3703877)",0,0,0,0,"[Photo(previewUrl='https://pbs.twimg.com/media/FqPxsueWcAMwyKG?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FqPxsueWcAMwyKG?format=jpg&name=orig', altText=None)]",6.3703877,2.7063037
2023-03-02 21:54:14+00:00,1631412624331005954,@the_davidatta A full 60% of PUs were probably not covered by Labour Party agents. INEC should send a mere baby lawyer to the court tosave money. Thiss should be an easy one,AdejimiIsafiade,en,,"Coordinates(longitude=2.7063037, latitude=6.3703877)",0,0,0,0,,6.3703877,2.7063037
2023-03-02 21:52:21+00:00,1631412148625715200,E no go better for inec 🥶🥶😭 https://t.co/n3g1NumYhH,EvawinP,en,,"Coordinates(longitude=6.9380658, latitude=4.7337699)",0,0,0,0,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1631412037686272000/pu/img/bMXpFhweKAiHX3rJ.jpg', variants=[VideoVariant(url='https://video.twimg.com/ext_tw_video/1631412037686272000/pu/pl/2ZjXzIuQa-KQearQ.m3u8?tag=12&container=fmp4', contentType='application/x-mpegURL', bitrate=None), VideoVariant(url='https://video.twimg.com/ext_tw_video/1631412037686272000/pu/vid/320x580/vogNdFo3_0MyqN2S.mp4?tag=12', contentType='video/mp4', bitrate=632000), VideoVariant(url='https://video.twimg.com/ext_tw_video/1631412037686272000/pu/vid/352x640/EPYAphe8iUiyrNo8.mp4?tag=12', contentType='video/mp4', bitrate=950000)], duration=29.997, views=1, altText=None)]",4.7337699,6.9380658
2023-03-02 21:51:49+00:00,1631412018308587521,"I'm sincerely not certain why there's all round calm after the election result was announced. The winner never expected it despite all evil plots.

Vote @GRVlagos on 11th March.
Bishop feyi chi exotic Aisha yesufu Mahmood leak #ElClasico ngige Peter Obi inec tinubu hope uzodinma",InnocentOlaolu2,en,['ElClasico'],"Coordinates(longitude=3.7770114, latitude=7.2991429)",1,0,0,0,,7.2991429,3.7770114
2023-03-02 21:50:26+00:00,1631411667736117252,He's good but he clearly isnt better than a handful of election specialists within our legal circles. Plus he stood by and allowed INEC mess up Ihedioha's case at the tribunal  setting the stage for him to be thrown out eventually by the Supreme Court.,TheHugocentric,en,,"Coordinates(longitude=6.9380658, latitude=4.7337699)",0,0,0,0,,4.7337699,6.9380658
2023-03-02 21:50:19+00:00,1631411638241837056,@Naija_Activist Imo state electoral officers  protest and demand that INEC explain were they got the result of their polling unit that INEC announced since they did not receive election materials. Do you know that Hope Uzodimma colluded with INEC to allocate votes to those units where election https://t.co/5LAAdiDPce,kingsuche,en,,"Coordinates(longitude=7.550692, latitude=8.9793214)",1,0,3,0,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1631411145713106947/pu/img/fXLHqqh5G3wGudif.jpg', variants=[VideoVariant(url='https://video.twimg.com/ext_tw_video/1631411145713106947/pu/pl/4gLimbNgGIo3RxLW.m3u8?tag=12&container=fmp4', contentType='application/x-mpegURL', bitrate=None), VideoVariant(url='https://video.twimg.com/ext_tw_video/1631411145713106947/pu/vid/1280x720/utmTUlDTFqfikcOP.mp4?tag=12', contentType='video/mp4', bitrate=2176000), VideoVariant(url='https://video.twimg.com/ext_tw_video/1631411145713106947/pu/vid/480x270/o3F5VpwtIdLg79iE.mp4?tag=12', contentType='video/mp4', bitrate=256000), VideoVariant(url='https://video.twimg.com/ext_tw_video/1631411145713106947/pu/vid/640x360/kYcu5gn2ovaBNFgm.mp4?tag=12', contentType='video/mp4', bitrate=832000)], duration=140.008, views=10, altText=None)]",8.9793214,7.550692
2023-03-02 21:48:36+00:00,1631411207126040578,"INEC deleting tweets to cover up their rigging, wow…",Cixqo,en,,"Coordinates(longitude=5.0086055, latitude=5.7411889)",0,0,0,0,,5.7411889,5.0086055
2023-03-02 21:47:32+00:00,1631410937382027264,#NigeriaDecides2023: INEC Releases Presidential Election Results In Edo https://t.co/kNBs4ZO5kO (From Phoenix APP) https://t.co/vzZBkUZX3a,ben_jackdaw,en,['NigeriaDecides2023'],"Coordinates(longitude=2.7063037, latitude=6.3703877)",0,0,0,0,"[Photo(previewUrl='https://pbs.twimg.com/media/FqPvmTnXwAEn_ew?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FqPvmTnXwAEn_ew?format=jpg&name=orig', altText='Edo state election results ')]",6.3703877,2.7063037
2023-03-02 21:47:27+00:00,1631410918817931266,"There should be a separate court case of Nigerians vs. INEC.

Aisha Yusuf Peter obi INEC",Eagleway_Inv,en,,"Coordinates(longitude=-6.387438, latitude=53.2987449)",0,0,0,0,,53.2987449,-6.387438
2023-03-02 21:46:55+00:00,1631410784830930944,"@Moses56972303 @PeterObi @johnyurfavorite The president of the federal Republic of Nigeria, you can see it on everyone's face.
The whole world can testify, just look at the audience and the expectations of every Nigerian 🥺.

We can't let this happen.
#obedient ✊
#INEC 🦠🚨⚓☠️",_7_Ifun,en,"['obedient', 'INEC']","Coordinates(longitude=6.7419026, latitude=6.0700437)",0,0,9,0,,6.0700437,6.7419026
2023-03-02 21:46:30+00:00,1631410680086528000,"God bless you sir. Sincerity is all we want with INEC. Give us our Obi. We will not rest until he becomes the President of Nigeria. Good night Nigeria, God bless us all. https://t.co/tJJCk8ySdl",allengogo248,en,,"Coordinates(longitude=7.1448401, latitude=4.38927)",0,0,1,0,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1631410613845934080/pu/img/NHIqJz2zBn-GG-Je.jpg', variants=[VideoVariant(url='https://video.twimg.com/ext_tw_video/1631410613845934080/pu/pl/zud56sJy0V5OSBTl.m3u8?tag=12&container=fmp4', contentType='application/x-mpegURL', bitrate=None), VideoVariant(url='https://video.twimg.com/ext_tw_video/1631410613845934080/pu/vid/480x764/xHPGOzeUCfb0tbVI.mp4?tag=12', contentType='video/mp4', bitrate=950000), VideoVariant(url='https://video.twimg.com/ext_tw_video/1631410613845934080/pu/vid/540x860/Y20ss70QVc1DJ2mo.mp4?tag=12', contentType='video/mp4', bitrate=2176000), VideoVariant(url='https://video.twimg.com/ext_tw_video/1631410613845934080/pu/vid/320x508/rTMVJugytu3Afwjv.mp4?tag=12', contentType='video/mp4', bitrate=632000)], duration=29.7, views=2, altText=None)]",4.38927,7.1448401
2023-03-02 21:40:06+00:00,1631409069536825344,"@Ekitipikin E com be like Nigeria INEC result.
 E pain me💔💔💔",Mega_star_bliss,en,,"Coordinates(longitude=8.5544183, latitude=8.3456921)",11,0,32,1,,8.3456921,8.5544183
2023-03-02 21:39:21+00:00,1631408880969285635,"Those trying to discredit #Elections2023 by castigating #INEC should be told that the loss by any political party should not be used as an excuse to truncate the process.
#Politicians must desist from acting out a script to undermine #democracy and #peace as witnessed in 1993.",jideyusuf,en,"['Elections2023', 'INEC', 'Politicians', 'democracy', 'peace']","Coordinates(longitude=3.2131467, latitude=6.4278856)",0,0,0,0,,6.4278856,3.2131467
2023-03-02 21:37:45+00:00,1631408476265037824,"@yekinilaw1 It is very easy. We have about 176k polling units and trust me LP has virtually all these from their agents as well as video evidence which shall be subjected for forensic analysis. Unless INEC corroborates by providing the original, it shall be admitted.",eddubrazil,en,,"Coordinates(longitude=3.2131467, latitude=6.4278856)",1,0,0,0,,6.4278856,3.2131467
2023-03-02 21:29:29+00:00,1631406396007669760,No Party Agent even signed… INEC your rigging is very messy I’m not impressed at all😩,OrishaneJessica,en,,"Coordinates(longitude=2.7063037, latitude=6.3703877)",0,0,0,0,,6.3703877,2.7063037
2023-03-02 21:28:40+00:00,1631406188855275520,You have no idea what's coming. INEC has set you up big time. We will simply start by getting the court to nullify the charades in places where APC and INEC cooked up their fugazi figures and input the actual figures being uploaded on iREV.,TheHugocentric,en,,"Coordinates(longitude=6.9380658, latitude=4.7337699)",0,0,1,0,,4.7337699,6.9380658
2023-03-02 21:27:50+00:00,1631405978712145920,"Imagine the same PDP that did colabo with APC against LP but got outsmarted by APC/INEC wing is now offering to join LP to fight the stolen mandate. Wonders shall never end! Abeg, PDP should confess first before anyone would consider listening to them and their offer.",Chu_Odoemson,en,,"Coordinates(longitude=5.0086055, latitude=5.7411889)",0,0,0,0,,5.7411889,5.0086055
2023-03-02 21:27:45+00:00,1631405958269157376,Updated Premier league table by inec 😂🤣🤣🤣 https://t.co/Scra5y6HaB,Ifeanyi55060092,en,,"Coordinates(longitude=6.9820783, latitude=5.4522716)",0,0,0,0,"[Photo(previewUrl='https://pbs.twimg.com/media/FqPrEndXoAMbZYV?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FqPrEndXoAMbZYV?format=jpg&name=orig', altText=None)]",5.4522716,6.9820783
2023-03-02 21:14:20+00:00,1631402584597463040,@gechife These countries actually had election monitors on ground and supported CSO processes to shadow INEC vote collation. Unlike you they have superior information and their statements clearly point to the fact that this election was a defining one for Nigeria,MKeania,en,,"Coordinates(longitude=6.351687, latitude=4.3176116)",0,0,0,0,,4.3176116,6.351687
2023-03-02 21:13:29+00:00,1631402369979170816,"This is the handwork of Mahmood Yakubu’s INEC. Dem no even sabi rig. Rigged and left traces 😂 . Omo if you are not comfortable, go to court.
#INECElectionResult https://t.co/1tKMIIvR3g",MaziNnamdiOnu,en,['INECElectionResult'],"Coordinates(longitude=6.7786135, latitude=8.4504401)",1,6,18,0,"[Photo(previewUrl='https://pbs.twimg.com/media/FqPnzZQXsAIdNv6?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FqPnzZQXsAIdNv6?format=jpg&name=orig', altText=None)]",8.4504401,6.7786135
2023-03-02 21:08:03+00:00,1631401000832565250,"#KenyaVsNigeria
Kenyaaa....omo small nyash dey shake o. 
I no blame them na INEC give them this opportunity.
People wey dey like say dem dey bake them flour con finish for the fore head side e con dey vacant.",DestinyOlugu,en,['KenyaVsNigeria'],"Coordinates(longitude=8.8337107, latitude=9.8581086)",1,0,0,0,,9.8581086,8.8337107
2023-03-02 21:07:06+00:00,1631400761975349252,"@FestusAdejoro @Bond_Not_James @DoubleEph Election that starts by 8:30 INEC arrives by after 10 people don’t start voting till 2 make it make sense 
My cousin didn’t vote till 6pm abi 7 self",ezinnediato,en,,"Coordinates(longitude=6.6356497, latitude=5.7092317)",2,0,0,0,,5.7092317,6.6356497
2023-03-02 21:06:27+00:00,1631400600377122817,INEC have shown us that the leader of our dream will never emerge from an election conducted by them. The present INEC has the worst record of them all.,ChinemeremChima,en,,"Coordinates(longitude=11.7407445, latitude=43.3267323)",0,0,0,0,,43.3267323,11.7407445
2023-03-02 21:03:47+00:00,1631399930207117312,"Apparently, INEC told people prior to the election not to sell their votes so they (INEC) could sell it at a higher price.
THIEVES!!!",kingsleyugaji,en,,"Coordinates(longitude=3.2131467, latitude=6.4278856)",0,0,1,0,,6.4278856,3.2131467
2023-03-02 21:02:48+00:00,1631399680264359937,@inecnigeria has also deleted their Guidelines for the 2023 General Elections and other relevant documents that would have given clarity to the conduct of the election. So shameful! #INEC is fraudulent but they cannot always get away with their misdemeanours,ambroseolowo,en,['INEC'],"Coordinates(longitude=8.227105, latitude=47.295032)",0,1,1,0,,47.295032,8.227105
2023-03-02 21:01:53+00:00,1631399449699184641,"@vanguardngrnews The people who cast the votes don't decide an election, the people who count the votes do

INEC CHAIRMAN should be arrested and jailed for the manipulation of the elections results. This is the worst elections in the history of Nigeria",EzemedeDaniel,en,,"Coordinates(longitude=11.1496504, latitude=43.7259588)",0,0,0,0,,43.7259588,11.1496504
2023-03-02 21:01:40+00:00,1631399394321784837,"@PeterObi The people who cast the votes don't decide an election, the people who count the votes do

INEC CHAIRMAN should be arrested and jailed for the manipulation of the elections results. This is the worst elections in the history of Nigeria",EzemedeDaniel,en,,"Coordinates(longitude=11.1496504, latitude=43.7259588)",0,0,0,0,,43.7259588,11.1496504
2023-03-02 21:01:05+00:00,1631399250759241731,"INEC to conduct supplementary elections after governorship poll 
 https://t.co/aeZqGWtxyS",yusdgyd1,en,,"Coordinates(longitude=7.3566227, latitude=10.4252617)",0,0,2,0,,10.4252617,7.3566227
2023-03-02 21:00:44+00:00,1631399159776305154,"@BashirAhmaad The people who cast the votes don't decide an election, the people who count the votes do

INEC CHAIRMAN should be arrested and jailed for the manipulation of the elections results. This is the worst elections in the history of Nigeria",EzemedeDaniel,en,,"Coordinates(longitude=11.1496504, latitude=43.7259588)",0,0,0,0,,43.7259588,11.1496504
2023-03-02 21:00:11+00:00,1631399023629283328,"Few hours I was offline that all this kasara happened 
#ObiDatti x #INEC x #court",Buka_V_Empire,en,"['ObiDatti', 'INEC', 'court']","Coordinates(longitude=6.9337906, latitude=5.9218314)",0,0,0,0,,5.9218314,6.9337906
2023-03-02 20:52:59+00:00,1631397210477789184,Inec think we are stupid,Chuks81666235,en,,"Coordinates(longitude=3.1457515, latitude=6.6488815)",0,0,0,0,,6.6488815,3.1457515
2023-03-02 20:52:00+00:00,1631396963118612483,Now Inec dey block people 😭 Nigeria o 😭,Seyyii_,en,,"Coordinates(longitude=-2.068054, latitude=52.551586)",0,0,0,0,,52.551586,-2.068054
2023-03-02 20:50:24+00:00,1631396559802736670,"@RandomRogue1 @Danny43220233 @UjuAnya Nobody voted him, he rigged his way in and INEC and present govt  helped him do that",k_nnadi,en,,"Coordinates(longitude=6.351687, latitude=4.3176116)",0,0,0,0,,4.3176116,6.351687
2023-03-02 20:43:56+00:00,1631394934879035433,"D people dat R fighting 4 d right of Nigerians 2 R corrupt 🥺

Imagine INEC N CBN in Nigeria 

It has just showed what our system is with d presentation of dis presidential election with d way we d masses R defending false

D people dat plan dis crazy election knows themselves 🥺",djkaycee007,en,,"Coordinates(longitude=3.198942, latitude=6.4826762)",0,0,1,0,,6.4826762,3.198942
2023-03-02 20:42:37+00:00,1631394599447961604,"Whether you like it, whether you sue Inec to court, whether you stay calm, 
"" Destiny have said his name""
Congratulations Baba. Allah yayi ruko da hannun ka. 👏 https://t.co/NxSpU1pcRA",Akhalid08,en,,"Coordinates(longitude=8.4475987, latitude=11.9296331)",0,0,0,0,"[Photo(previewUrl='https://pbs.twimg.com/media/FqPgvW6WIBgOags?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FqPgvW6WIBgOags?format=jpg&name=orig', altText=None)]",11.9296331,8.4475987
2023-03-02 20:42:34+00:00,1631394587116707866,"This is Exactly what INEC did in Nigeria, this is a good example",AdekolaOlajide3,en,,"Coordinates(longitude=6.7786135, latitude=8.4504401)",0,0,0,0,,8.4504401,6.7786135
2023-03-02 20:38:27+00:00,1631393553224966148,l just got INEC by a friend today. Another way of saying l got betrayed by a friend. # INEC betrayal slang,CUPSYLAR,en,,"Coordinates(longitude=8.8212193, latitude=9.831517)",0,0,0,0,,9.831517,8.8212193
